,Age,Gender,Ethnicity,Marital_Status,Education_Completed,Religion,Full_Time_Employment,Part_Time_Employment,Self_Employed_Part_Time,Self_Employed_Full_Time,Student,Homemaker,Disabled,Retired,Occupation,Income,US_Born,Primary_Language,English_Speaking,English_Difficulties,Familiarity_with_America,Familiarity_with_Ethnic_Origin,Discrimination,Health,Mental_Health,Hypertension,Health_Insurance,Medical_Transport,Sat_with_Housing,Housing,Com_Shares_Values,Close_knit_Com,Religious_Importance,Togetherness,Successful_Family,See_Friends,See_Family,Helpful_Family,Helpful_Friends,Disappointment,Sat_with_Life,Quality_of_Life,Social_Networks,Native_Language,Duration,Employment_Status,State,Education,clean_Income,Race
280,82,Female,Chinese,Married,High school degree / GED,None,0,0,0,0,0,0,0,Retired,Professional,"$50,000 - $59,999",No,1,Well,Not much,High,Very high,0,Fair,Good,Yes,Yes,Yes,Very much,One-family house,Disagree,Strongly disagree,Not very important,Strongly agree,Strongly agree,3,3,2,2,0,Slightly disagree,4,No,Chinese Traditional,36,Retired,TX,HS Graduate,"less than $70,000",ASIAN AMERICAN
281,21,Female,Chinese,Single,No schooling completed,Protestant,Employed full time,0,0,0,0,0,0,0,Service worker,"$10,000 - $19,999",No,0,Well,Not much,Low,High,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Strongly disagree,Somewhat important,Somewhat agree,Somewhat agree,1,2,1,0,0,Slightly disagree,7,No,English,3,Working full-time,TX,Less than HS,"less than $20,000",ASIAN AMERICAN
282,80,NA,Chinese,Married,College degree or Bachelor's degree,None,0,0,0,0,0,0,0,Retired,NA,"$0 - $9,999",No,1,Not at all,Very much,High,High,0,Fair,Fair,Yes,0,Yes,Pretty much,One-family house,Disagree,Disagree,Not at all important,Somewhat agree,Somewhat agree,0,1,1,1,0,Neither agree or disagree,4,No,Chinese Simplified,3,Retired,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
283,26,Female,Chinese,Single,College degree or Bachelor's degree,None,Employed full time,0,0,0,0,0,0,0,"Clerical, office, sales","$50,000 - $59,999",No,1,Not well,Very much,High,High,1,Good,Good,Yes,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Strongly disagree,Disagree,Not at all important,Somewhat agree,Somewhat agree,3,2,4,3,0,Slightly agree,7,No,Chinese Simplified,7,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
284,27,Male,Chinese,Married,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,Professional,"$10,000 - $19,999",No,1,Not well,Not much,Low,Very high,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Disagree,Not very important,Somewhat agree,Strongly agree,3,3,3,2,0,Slightly agree,8,Yes,Chinese Simplified,3,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
285,66,Female,Chinese,Married,High school degree / GED,Protestant,0,0,0,0,0,0,0,Retired,NA,"$50,000 - $59,999",No,1,Not well,Much,High,High,0,Fair,Fair,0,Yes,0,Pretty much,One-family house,Neutral,Disagree,Not very important,Strongly agree,Somewhat disagree,5,0,1,1,0,Disagree,5,No,Chinese Traditional,20,Retired,TX,HS Graduate,"less than $70,000",ASIAN AMERICAN
286,23,Female,Chinese,Single,"Some college, but no degree",None,0,Employed part time,0,0,Student,0,0,0,Professional,"$60,000 - $69,999",No,1,Well,Not much,Low,High,0,Very Good,Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Disagree,Not very important,Strongly agree,Somewhat agree,3,3,2,2,0,Slightly agree,7,Yes,Chinese Simplified,7,Student,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
287,33,Female,Chinese,Married,College degree or Bachelor's degree,Buddhist,0,Employed part time,0,0,0,0,0,0,Other,"$70,000 and over",No,1,Not well,Not much,Low,High,1,Good,Good,0,Yes,0,Not very much,Two-family house/ duplex,Neutral,Disagree,Very important,Strongly agree,Strongly agree,0,3,1,0,0,Disagree,7,No,Chinese Simplified,3,Working part-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
288,30,Female,Chinese,Single,Graduate or Professional degree ,None,0,0,0,NA,0,0,0,0,Professional,"$70,000 and over",No,1,Well,Not at all,High,High,0,Good,Good,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Somewhat disagree,Somewhat disagree,2,1,1,2,0,Slightly agree,7,No,Eng_Chinese only,10,Unemployed,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
289,42,Male,Chinese,Married,College degree or Bachelor's degree,None,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,1,Well,Not at all,High,Low,1,Very Good,Very Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Not at all important,Somewhat agree,Strongly agree,1,2,2,3,0,Agree,9,No,Eng_Chinese only,24,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
290,33,Female,Chinese,Married,College degree or Bachelor's degree,None,0,Employed part time,0,0,0,0,0,0,Other,"$70,000 and over",No,1,Well,Not much,High,High,0,Good,Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Not at all important,Strongly agree,Somewhat agree,3,4,3,2,0,Slightly agree,8,No,English,17,Working part-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
291,32,Male,Chinese,Single,College degree or Bachelor's degree,None,Employed full time,0,NA,0,0,0,0,0,Professional,"$20,000 - $29,999",Yes,0,Very well,NA,Very high,Low,1,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Neutral,Not very important,Somewhat disagree,Somewhat disagree,5,1,1,5,0,Slightly disagree,6,No,English,32,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
292,24,Male,Chinese,Single,Graduate or Professional degree ,None,0,Employed part time,0,0,Student,0,0,0,Other,"$50,000 - $59,999",No,1,Well,Not much,Very low,Very high,0,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Somewhat agree,Somewhat agree,4,2,2,3,0,Slightly agree,7,Yes,Chinese Simplified,3,Student,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
293,21,Female,Chinese,Single,"Some college, but no degree",None,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",No,1,Very well,Not at all,High,High,1,Very Good,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Not very important,Strongly agree,Strongly agree,5,2,3,3,0,Agree,10,No,Eng_Chinese only,10,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
294,29,Male,Chinese,Single,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,1,Very well,Much,Low,High,0,Very Good,Excellent,0,Yes,0,Very much,One-family house,Neutral,Neutral,Not very important,Strongly agree,Strongly agree,5,3,3,5,0,Agree,9,Yes,Eng_Chinese only,7,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
295,28,Female,Chinese,Married,Graduate or Professional degree ,None,0,0,0,0,0,0,0,0,Other,"$10,000 - $19,999",No,1,Well,Very much,High,High,0,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Strongly agree,Strongly agree,0,0,3,3,0,Agree,8,Yes,Chinese Simplified,3,Unemployed,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
296,25,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,NA,"$50,000 - $59,999",No,1,Not at all,Not much,Low,High,0,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Strongly agree,Strongly agree,5,3,3,5,0,Slightly agree,8,No,Chinese Simplified,3,Student,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
297,25,Male,Chinese,Single,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,Professional,"$20,000 - $29,999",No,1,Well,Much,High,Very high,0,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not very important,Strongly agree,Strongly agree,5,2,5,3,0,Neither agree or disagree,7,No,Chinese Simplified,3,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
298,21,Male,Chinese,Single,"Some college, but no degree",None,0,0,0,0,Student,0,0,0,NA,"$50,000 - $59,999",No,1,Well,Very much,High,High,NA,Good,Good,0,Yes,0,Pretty much,One-family house,Agree,Neutral,Somewhat important,Somewhat disagree,Somewhat disagree,2,1,2,2,Yes,Slightly agree,6,No,English,3,Student,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
299,30,Male,Chinese,Single,Graduate or Professional degree ,Buddhist,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",Yes,1,Very well,Very much,High,Very high,1,Very Good,Excellent,0,Yes,0,Pretty much,One-family house,Agree,Neutral,Somewhat important,Somewhat agree,Somewhat agree,2,2,1,2,0,Agree,8,Yes,Chinese Traditional,18,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
300,29,Female,Chinese,Married,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,Service worker,"$40,000 - $49,999",No,1,Not well,Much,Very low,High,1,Good,Good,0,0,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Somewhat important,Strongly agree,Strongly agree,5,3,3,2,0,Slightly agree,9,Yes,Chinese Traditional,3,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
301,25,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,Other,"$30,000 - $39,999",No,1,Very well,Not at all,High,Very high,0,Excellent,Excellent,0,0,0,Very much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Somewhat important,Strongly agree,Strongly agree,5,2,2,5,0,Strongly agree,8,Yes,Chinese Traditional,3,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
302,28,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,NA,"$20,000 - $29,999",No,1,Not well,Much,High,High,0,Very Good,Very Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat disagree,Strongly disagree,3,2,2,3,0,Agree,8,No,Chinese Traditional,3,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
303,38,Female,Chinese,Married,"Some college, but no degree",None,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,0,Very well,Not much,High,High,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,4,1,1,4,0,Agree,8,No,English,5,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
304,21,Male,Chinese,Single,College degree or Bachelor's degree,None,0,Employed part time,NA,0,Student,0,0,0,Professional,"$70,000 and over",Yes,0,Very well,Not at all,Very high,Very high,1,Excellent,Excellent,0,Yes,0,Very much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,5,3,3,3,0,Strongly agree,10,No,Eng_Chinese only,21,Student,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
305,28,Female,Chinese,Married,Graduate or Professional degree ,None,0,0,0,0,0,0,0,0,NA,"$70,000 and over",No,1,Well,Not much,High,High,0,Excellent,Fair,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Not at all important,Somewhat agree,Somewhat agree,1,0,0,0,0,Slightly disagree,8,No,Chinese Traditional,3,Unemployed,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
306,37,Female,Chinese,Married,Graduate or Professional degree ,None,0,0,0,0,0,Full time homemaker,0,0,Professional,"$70,000 and over",No,1,Well,Very much,Low,Very high,0,Good,Good,0,Yes,0,Pretty much,One-family house,Strongly agree,Agree,Not at all important,Strongly agree,Somewhat agree,3,4,1,2,0,Slightly agree,7,No,Chinese Simplified,8,Homemaker,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
307,64,Male,Chinese,Married,High school degree / GED,Buddhist,0,0,0,0,0,0,0,Retired,NA,"$0 - $9,999",No,1,Not well,Very much,High,High,0,Good,Good,0,0,Yes,Not very much,One-family house,Agree,Agree,Not very important,Somewhat disagree,Somewhat disagree,2,2,2,2,0,Disagree,4,Yes,Chinese Traditional,3,Retired,TX,HS Graduate,"less than $20,000",ASIAN AMERICAN
308,37,Female,Chinese,Married,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,1,Not well,Not much,Low,High,0,Good,Good,0,Yes,0,Very much,One-family house,Neutral,Agree,Not very important,Strongly agree,Somewhat agree,3,2,2,3,0,Agree,8,No,Chinese Simplified,10,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
309,35,Male,Chinese,Married,College degree or Bachelor's degree,None,Employed full time,0,0,0,0,0,0,0,"Manager, executive, or official","$70,000 and over",No,1,Well,Not much,Low,High,0,Good,Good,0,Yes,0,Not very much,Apartment/ Townhouse/ Condominium,Neutral,Agree,Not very important,Strongly agree,Strongly agree,2,3,3,2,0,Neither agree or disagree,7,Yes,Chinese Simplified,4,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
310,22,Female,Chinese,Single,College degree or Bachelor's degree,Catholic,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",No,1,Well,Very much,High,High,NA,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Somewhat important,Strongly agree,Strongly agree,4,3,3,4,0,Agree,9,Yes,Eng_Chinese only,3,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
311,64,Male,Chinese,Married,High school degree / GED,NA,0,0,0,0,0,0,0,Retired,NA,NA,No,1,Not well,Not much,High,High,0,Good,Good,0,0,Yes,Pretty much,One-family house,Agree,Agree,Somewhat important,Strongly agree,Strongly agree,2,1,2,2,0,Agree,7,Yes,Chinese Traditional,3,Retired,TX,HS Graduate,NA,ASIAN AMERICAN
312,64,Female,Chinese,Married,Graduate or Professional degree ,NA,0,0,0,0,0,0,0,Retired,NA,NA,No,1,Not well,Not much,High,High,0,Good,Good,0,0,Yes,Pretty much,One-family house,Agree,Agree,Somewhat important,Strongly agree,Strongly agree,2,2,2,2,0,Agree,7,Yes,Chinese Traditional,3,Retired,TX,Less than HS,NA,ASIAN AMERICAN
313,37,Female,Chinese,Married,College degree or Bachelor's degree,Protestant,0,0,0,0,0,Full time homemaker,0,0,NA,"$10,000 - $19,999",No,1,Not at all,Not much,Low,High,0,Fair,Fair,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Agree,Somewhat important,Strongly agree,Somewhat agree,3,3,2,3,0,Slightly agree,7,No,Chinese Traditional,3,Homemaker,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
314,62,Female,Chinese,Single,Graduate or Professional degree ,Protestant,0,0,0,0,0,0,0,Retired,NA,"$30,000 - $39,999",No,1,Not well,Not much,High,Very high,0,Fair,Fair,0,Yes,Yes,Very much,One-family house,Agree,Agree,Somewhat important,Strongly agree,Strongly agree,3,3,3,2,0,Agree,8,No,Chinese Traditional,34,Retired,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
315,28,Male,Chinese,Single,Graduate or Professional degree ,Buddhist,0,0,0,0,Student,0,0,0,NA,"$30,000 - $39,999",No,1,Not well,Much,Low,Very high,0,Good,Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Somewhat important,Strongly agree,Strongly agree,4,4,4,4,Yes,Slightly agree,6,Yes,Chinese Traditional,3,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
316,34,Male,Chinese,Married,Graduate or Professional degree ,None,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,1,Not well,Much,Low,Low,NA,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Somewhat important,Strongly agree,Strongly agree,5,2,0,3,0,Agree,8,No,Chinese Simplified,8,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
317,21,Female,Chinese,Single,"Some college, but no degree",Protestant,0,0,0,0,Student,0,0,0,NA,"$70,000 and over",Yes,1,Very well,Very much,High,Low,1,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Somewhat disagree,Somewhat agree,5,3,3,5,Yes,Slightly disagree,8,No,Eng_Chinese only,21,Student,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
318,38,Male,Chinese,Married,Graduate or Professional degree ,Protestant,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,1,Well,Very much,High,Very high,1,Good,Good,0,Yes,0,Pretty much,One-family house,Agree,Agree,Very important,Somewhat agree,Somewhat agree,5,3,2,5,0,Neither agree or disagree,7,No,Chinese Simplified,8,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
319,25,Female,Chinese,Single,Graduate or Professional degree ,Protestant,0,Employed part time,0,0,Student,0,0,0,Other,"$20,000 - $29,999",No,1,Well,Not much,Low,High,0,Very Good,Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Strongly disagree,Agree,Very important,Strongly agree,Somewhat disagree,4,0,2,3,Yes,Agree,7,No,Chinese Simplified,3,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
320,31,Female,Chinese,Married,Graduate or Professional degree ,Protestant,0,0,0,0,0,Full time homemaker,0,0,NA,"$10,000 - $19,999",No,1,Well,Not much,Low,High,0,Good,Fair,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Strongly agree,Strongly agree,4,3,2,3,0,Slightly agree,8,No,Eng_Chinese only,3,Homemaker,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
321,29,Female,Chinese,Married,College degree or Bachelor's degree,Protestant,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,0,Very well,Not at all,Very high,High,1,Excellent,Excellent,0,Yes,0,Very much,One-family house,Agree,Agree,Very important,Strongly agree,Strongly agree,5,3,3,4,0,Agree,10,Yes,Eng_Chinese only,24,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
322,54,Male,Chinese,Married,Graduate or Professional degree ,Protestant,Employed full time,0,0,0,0,0,0,0,Professional,"$60,000 - $69,999",No,1,Well,Not much,High,High,1,Good,Very Good,0,Yes,0,Very much,One-family house,Neutral,Agree,Very important,Strongly agree,Strongly agree,5,3,1,3,0,Agree,9,No,Chinese Traditional,37,Working full-time,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
323,70,Male,Chinese,Married,College degree or Bachelor's degree,Protestant,0,0,0,0,0,0,0,Retired,"Manager, executive, or official","$50,000 - $59,999",No,1,Not well,Not much,Low,High,1,Very Good,Very Good,0,Yes,0,Pretty much,One-family house,Neutral,Agree,Very important,Strongly agree,Somewhat agree,3,4,3,3,0,Agree,7,No,Chinese Traditional,20,Retired,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
324,69,Female,Chinese,Married,College degree or Bachelor's degree,Buddhist,0,0,0,0,0,0,0,Retired,NA,"$10,000 - $19,999",No,1,Not at all,Very much,Low,High,NA,Good,Good,0,0,0,Pretty much,One-family house,Agree,Agree,Very important,Strongly agree,Strongly agree,2,1,3,3,0,Neither agree or disagree,5,No,Chinese Simplified,5,Retired,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
325,21,Female,Chinese,Single,"Some college, but no degree",None,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",Yes,0,Very well,Not at all,Very high,Low,1,Very Good,Excellent,0,0,0,Pretty much,Apartment/ Townhouse/ Condominium,Strongly agree,Strongly agree,Not at all important,Strongly agree,Strongly agree,4,4,4,4,0,Slightly agree,7,No,Eng_Chinese only,21,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
326,20,Male,Chinese,Single,"Some college, but no degree",Protestant,0,Employed part time,0,0,Student,0,0,0,"Manager, executive, or official","$50,000 - $59,999",Yes,0,Very well,Not at all,Very high,Low,1,Very Good,Very Good,0,0,0,Very much,Apartment/ Townhouse/ Condominium,Agree,Strongly agree,Very important,Strongly agree,Strongly agree,5,5,4,4,0,Agree,10,No,English,20,Student,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
327,56,Female,Chinese,Married,College degree or Bachelor's degree,Protestant,0,0,0,0,0,0,0,Retired,NA,"$70,000 and over",No,1,Not well,Much,High,High,0,Very Good,Very Good,0,Yes,0,Very much,One-family house,Strongly agree,Strongly agree,Very important,Strongly agree,Somewhat agree,3,1,2,3,0,Slightly agree,7,Yes,Chinese Traditional,30,Retired,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
328,66,Male,Chinese,Married,Graduate or Professional degree ,Protestant,0,0,0,0,0,0,0,Retired,NA,NA,No,1,Not at all,Not at all,Very low,High,0,Fair,Fair,0,Yes,0,Pretty much,One-family house,Agree,Strongly agree,Very important,Strongly agree,Somewhat agree,3,2,1,2,NA,Disagree,4,Yes,Chinese Traditional,5,Retired,TX,Less than HS,NA,ASIAN AMERICAN
329,26,Male,Chinese,Single,Graduate or Professional degree ,None,0,0,0,0,Student,0,0,0,NA,"$20,000 - $29,999",No,1,Not well,Not much,Low,High,0,Good,Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Disagree,Not at all important,Strongly agree,Strongly agree,3,2,4,4,0,Slightly disagree,7,Yes,Chinese Simplified,4,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
330,22,Male,Chinese,Single,College degree or Bachelor's degree,Protestant,0,0,0,NA,0,0,0,0,Business owner,"$40,000 - $49,999",Yes,0,Very well,Very much,Very high,High,1,Fair,Fair,0,Yes,0,Very much,Apartment/ Townhouse/ Condominium,Disagree,Disagree,Very important,Somewhat agree,Somewhat agree,5,3,3,4,0,Agree,10,No,English,22,Unemployed,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
331,35,Female,Chinese,Married,College degree or Bachelor's degree,None,0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",No,1,Not well,Not much,Low,High,0,Very Good,Very Good,Yes,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Neutral,Not at all important,Strongly agree,Strongly agree,5,5,3,5,0,Agree,8,No,Chinese Simplified,7,Homemaker,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
332,21,Male,Chinese,Single,Graduate or Professional degree ,Other,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",Yes,0,Very well,Not at all,Very high,Very high,1,Fair,Fair,Yes,0,Yes,Very much,Apartment/ Townhouse/ Condominium,Agree,Neutral,Not very important,Somewhat disagree,Somewhat disagree,3,3,2,3,0,Disagree,5,No,English,21,Student,TX,Less than HS,"less than $20,000",ASIAN AMERICAN
333,45,Female,Chinese,Married,Graduate or Professional degree ,Buddhist,Employed full time,0,0,0,0,0,0,0,Service worker,"$40,000 - $49,999",No,1,Not at all,Not at all,Very low,High,1,Fair,Good,0,0,0,Pretty much,5,Neutral,Neutral,Not very important,Strongly agree,Somewhat disagree,2,0,2,2,0,Slightly disagree,5,No,Chinese Traditional,4,Working full-time,TX,Less than HS,"less than $50,000",ASIAN AMERICAN
334,30,Female,Chinese,Married,High school degree / GED,None,0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",No,1,Well,Not much,High,High,1,Good,Very Good,0,Yes,0,Very much,One-family house,Neutral,Neutral,Not very important,Strongly agree,Strongly agree,5,0,3,4,0,Agree,8,Yes,Chinese Simplified,4,Homemaker,TX,HS Graduate,"$70,000 and over",ASIAN AMERICAN
335,53,Female,Chinese,Married,Graduate or Professional degree ,Protestant,0,0,NA,0,0,0,0,0,NA,"$70,000 and over",No,1,Not well,Much,High,High,0,Excellent,Excellent,0,Yes,0,Very much,One-family house,Neutral,Neutral,Somewhat important,Somewhat agree,Strongly agree,4,4,4,4,0,Agree,8,No,Chinese Traditional,4,Unemployed,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
336,38,Male,Chinese,Married,Graduate or Professional degree ,Protestant,0,0,0,0,Student,0,0,0,Other,"$10,000 - $19,999",No,1,Not well,Not much,High,High,NA,Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Disagree,Neutral,Very important,Strongly agree,Strongly agree,4,0,3,3,0,Slightly agree,7,Yes,Chinese Traditional,6,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
337,21,Female,Chinese,Single,College degree or Bachelor's degree,None,0,0,0,0,Student,0,0,0,NA,"$0 - $9,999",Yes,0,Very well,Not at all,Very high,High,0,Excellent,Excellent,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Agree,Not at all important,Strongly agree,Somewhat agree,4,3,3,2,0,Agree,10,No,English,22,Student,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
338,20,Female,Chinese,Single,"Some college, but no degree",Protestant,0,0,0,0,Student,0,0,0,NA,"$60,000 - $69,999",Yes,0,Very well,Not much,High,Low,1,Fair,Good,0,Yes,0,Pretty much,5,Agree,Agree,Not very important,Strongly agree,Strongly agree,3,3,3,1,0,Agree,10,No,Eng_Chinese only,20,Student,TX,College or Higher,"less than $70,000",ASIAN AMERICAN
339,44,Female,Chinese,Married,College degree or Bachelor's degree,None,Employed full time,Employed part time,0,0,0,0,0,0,Service worker,"$20,000 - $29,999",No,1,Well,Much,High,Very high,0,Very Good,Very Good,0,Yes,0,Not very much,One-family house,Neutral,Agree,Not very important,Strongly agree,Strongly agree,1,1,1,1,0,Slightly disagree,5,No,Chinese Traditional,4,Working full-time,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
340,28,Female,Chinese,Married,College degree or Bachelor's degree,Buddhist,0,0,0,0,0,Full time homemaker,0,0,NA,"$70,000 and over",No,1,Not well,Not much,Low,High,0,Very Good,Very Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Agree,Somewhat important,Strongly agree,Strongly agree,3,1,4,3,0,Neither agree or disagree,7,Yes,Chinese Simplified,4,Homemaker,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
341,28,Male,Chinese,Married,College degree or Bachelor's degree,Protestant,0,0,0,0,Student,0,0,0,NA,"$20,000 - $29,999",No,1,Not well,Not much,Low,High,0,Very Good,Very Good,0,Yes,Yes,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Agree,Very important,NA,Somewhat agree,5,5,5,3,0,Slightly agree,7,Yes,Chinese Simplified,4,Student,TX,College or Higher,"less than $50,000",ASIAN AMERICAN
342,25,Male,Chinese,Living with a partner,College degree or Bachelor's degree,Buddhist,Employed full time,0,0,0,0,0,0,0,Professional,"$70,000 and over",No,0,Very well,Very much,NA,High,1,Good,Good,0,Yes,0,Pretty much,Apartment/ Townhouse/ Condominium,Neutral,Agree,Very important,Somewhat agree,Somewhat agree,4,3,2,3,0,Agree,9,No,English,24,Working full-time,TX,College or Higher,"$70,000 and over",ASIAN AMERICAN
343,32,Male,Chinese,Married,Graduate or Professional degree ,Protestant,Employed full time,0,0,0,0,0,0,0,Professional,"$10,000 - $19,999",No,1,Well,Not much,High,High,1,Very Good,Very Good,0,Yes,0,Very much,Apartment/ Townhouse/ Condominium,Agree,Agree,Very important,Somewhat agree,Somewhat agree,5,2,3,4,0,Agree,7,No,Eng_Chinese only,12,Working full-time,TX,College or Higher,"less than $20,000",ASIAN AMERICAN
