,Ethnicity,State,Education,Gender,Education_Completed,US_Born,Race,US_Born_Father,Birth_Country,Citizenship,Career_Success,Religion_Importance,Help_Other,Race_Id,American_Id,Leader_Qual,Info_Source,Registered_Vote,Not_Registered,Voter_NotElig,Chance_Vote,Candidate,Candidate_Strength,Candidate_Voted,Party_Voting,Repub_Impres,Dem_Impres,Trump_Impres,Clinton_Impres,Politic_Disc,Politic_Donate,Contact_Rep,Protest_Rally,Public_Meet,Value_Similarity,Religion,Topic_Important,Ban_Muslim,Syrian_Refugee,Marital_Status,Partner_Race,Employment_Status,Income.x,Birth_Yr,English_Read,Age,TrumpImpres,clean_Income,Full_Time_Employment,Part_Time_Employment,Self_Employed_Part_Time,Self_Employed_Full_Time,Student,Homemaker,Disabled,Retired,Occupation,Income.y,Primary_Language,English_Speaking,English_Difficulties,Familiarity_with_America,Familiarity_with_Ethnic_Origin,Discrimination,Health,Mental_Health,Hypertension,Health_Insurance,Medical_Transport,Sat_with_Housing,Housing,Com_Shares_Values,Close_knit_Com,Religious_Importance,Togetherness,Successful_Family,See_Friends,See_Family,Helpful_Family,Helpful_Friends,Disappointment,Sat_with_Life,Quality_of_Life,Social_Networks,Native_Language,Duration
870,Hmong,MN,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Vietnam,Citizen,Extremely Important,Extremely Important,Extremely Important,NA,Very Important,A good leader should have significant work experience,DO NOT READ  Both equally,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,NA,NA,No opinion,No opinion, Very unfavorable,Very favorable,No,No,No,No,No,NA,Other,Economy/Jobs,NA,Support,Married,Asian or Asian American,Unemployed,"Up to $20,000",1961,NA,55,Very unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,Hmong,MN,HS Graduate,Male,High school degree / GED,No,ASIAN AMERICAN,No,Laos,Citizen,Extremely Important,Very Important,Very Important,Very Important,Somewhat Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,My chances of voting are -,Clinton, SUPPORT STRONGLY,NA,Democrat,Very unfavorable,Very favorable, Very unfavorable,Very favorable,No,Yes,No,No,Yes,Extremely Important,Other,NA,Oppose,Support,Married,Asian or Asian American,Unemployed,"$50,000 to $75,000",1964,NA,52,Very unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,Hmong,MN,HS Graduate,Male,High school degree / GED,No,ASIAN AMERICAN,No,Laos,Citizen,Somewhat Important,Somewhat Important,Very Important,Very Important,Very Important,A good leader should have a degree from a top-university ...,RETHNIC: or Asian American more,NA,Not Registered,Elig,I am absolutely certain I will vote,NA,NA,NA,Some other party,Somewhat unfavorable,Somewhat favorable, Very unfavorable,Somewhat unfavorable,No,No,No,No,No,NA,Christian,Economy/Jobs,NA,Oppose,Married,Asian or Asian American,Working full-time,"$50,000 to $75,000",1964,Just a little,52,Very unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,Hmong,MN,Less than HS,Male,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,Clinton, SUPPORT STRONGLY,NA,Democrat,Very unfavorable,Somewhat favorable, Very unfavorable,Very favorable,Yes,No,No,No,No,NA,Other,Economy/Jobs,NA,Support,Married,Asian or Asian American,Retired,"$20,000 to $50,000",1960,NA,56,Very unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,Hmong,MN,Less than HS,Female,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Somewhat favorable, Somewhat unfavorable,Very favorable,Yes,No,No,No,No,NA,Christian,Terrorism/ISIS/National security,Oppose,Oppose,Single,NA,Unemployed,"$20,000 to $50,000",8888,Not at all,-6872,Somewhat unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,Hmong,CA,Less than HS,Male,No schooling completed,No,ASIAN AMERICAN,No,Laos,Not a citizen,Very Important,Very Important,Very Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,RETHNIC: or Asian American more,NA,NA,Nonelig,NA,NA,NA,NA,NA,Very unfavorable,Very favorable, Somewhat unfavorable,Very favorable,No,No,No,No,Yes,NA,Other,NA,Support,NA,Married,Asian or Asian American,Working part-time,"$20,000 to $50,000",1959,NA,57,Somewhat unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,Hmong,CA,Less than HS,Male,No schooling completed,No,ASIAN AMERICAN,No,Laos,Citizen,Very Important,Very Important,Very Important,Very Important,Very Important,A good leader should have a degree from a top-university ...,DO NOT READ  Both equally,NA,Not Registered,Elig,My chances of voting are -,Clinton, NOT SO STRONGLY,NA,Democrat,Somewhat favorable,Somewhat favorable, Somewhat unfavorable,Somewhat favorable,No,No,No,No,No,NA,Other,Terrorism/ISIS/National security,Support,Oppose,Married,Asian or Asian American,Unemployed,"Up to $20,000",1954,Not at all,62,Somewhat unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,Hmong,NC,College or Higher,Female,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,Laos,Citizen,Not at all Important,Extremely Important,Extremely Important,Somewhat Important,Very Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Trump,NA,Donald Trump,Democrat,Somewhat favorable,Somewhat favorable, Somewhat favorable,Somewhat favorable,Yes,Yes,No,Yes,Yes,Extremely Important,None,Other  SPECIFY,Oppose,Support,Married,Asian or Asian American,Working part-time,"$20,000 to $50,000",1977,NA,39,Somewhat favorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,Hmong,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Laos,Citizen,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,A good leader should have significant work experience,RETHNIC: or Asian American more,NA,Not Registered,Elig,I will not vote this year,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Somewhat favorable, Somewhat unfavorable,Somewhat favorable,No,No,No,No,No,NA,Other,Terrorism/ISIS/National security,Support,NA,Married,Asian or Asian American,Permanently disabled,"$20,000 to $50,000",1965,NA,51,Somewhat unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,Hmong,CA,Less than HS,Female,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Thailand / Siam,Citizen,Extremely Important,Somewhat Important,Extremely Important,Not at all Important,Very Important,A good leader should have significant work experience,Mainstream American more,NA,Not Registered,Elig,NA,NA,NA,NA,NA,Never heard,Never heard, Somewhat unfavorable,Somewhat favorable,Yes,No,No,No,No,NA,Other,Economy/Jobs,NA,Support,Married,Asian or Asian American,Working full-time,"Up to $20,000",1982,NA,34,Somewhat unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,Hmong,CA,College or Higher,Female,Graduate or Professional degree,No,ASIAN AMERICAN,No,Thailand / Siam,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am pretty likely to vote,SOME OTHER CANDIDATE,NA,Bernie Sanders,Democrat,Very unfavorable,Somewhat favorable, Very unfavorable,Somewhat favorable,Yes,Yes,No,No,Yes,Very Important,Christian,Health care,Oppose,Support,Married,Asian or Asian American,Working full-time,"$20,000 to $50,000",1982,NA,34,Very unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,Hmong,CA,Less than HS,Female,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am pretty likely to vote,Clinton, SUPPORT STRONGLY,NA,Democrat,Very unfavorable,Very favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Other,NA,Support,Support,Single,NA,Permanently disabled,NA,1936,NA,80,Very unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,Hmong,MN,HS Graduate,Female,High school degree / GED,No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,I am absolutely certain I will vote,Clinton, NOT SO STRONGLY,NA,Democrat,Very unfavorable,Somewhat favorable, Very unfavorable,Somewhat favorable,Yes,No,No,No,No,NA,Other,Racism or Racial discrimination,Oppose,Oppose,Married,Asian or Asian American,Working full-time,"$75,000 to $100,000",1981,Just a little,35,Very unfavorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,Hmong,CA,HS Graduate,Male,High school degree / GED,No,ASIAN AMERICAN,No,Thailand / Siam,Not a citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,NA,Nonelig,NA,NA,NA,NA,NA,Very unfavorable,Somewhat favorable, Somewhat unfavorable,Somewhat favorable,No,No,No,No,No,NA,Other,NA,Support,Support,Single,NA,Unemployed,NA,1980,NA,36,Somewhat unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,Hmong,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,I will not vote this year,NA,NA,NA,Democrat,Somewhat unfavorable,Very favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Other,NA,Support,Oppose,Single,NA,Permanently disabled,"Up to $20,000",8888,NA,-6872,Very unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,Hmong,WI,HS Graduate,Male,High school degree / GED,No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,NA,NA,Not Registered,Elig,My chances of voting are -,Clinton, SUPPORT STRONGLY,NA,Democrat,Very unfavorable,Very unfavorable, Somewhat favorable,Very favorable,No,No,No,No,Yes,NA,Christian,Racism or Racial discrimination,Oppose,Oppose,Married,Asian or Asian American,Permanently disabled,"$75,000 to $100,000",1965,Just a little,51,Somewhat favorable,"less than $100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,Hmong,CA,College or Higher,Male,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,Laos,Citizen,Extremely Important,Somewhat Important,Very Important,Very Important,Very Important,A good leader should have significant work experience,Mainstream American more,NA,Not Registered,Elig,My chances of voting are -,Clinton,NA,NA,Democrat,Somewhat unfavorable,Somewhat favorable, Very unfavorable,Somewhat favorable,Yes,No,No,No,No,NA,Other,Economy/Jobs,Oppose,Support,Married,Asian or Asian American,Working full-time,"$20,000 to $50,000",1973,NA,43,Very unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,Hmong,WI,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Laos,Citizen,Very Important,Extremely Important,Extremely Important,Extremely Important,Somewhat Important,A good leader should have a degree from a top-university ...,RETHNIC: or Asian American more,NA,Not Registered,Elig,My chances of voting are -,NA,NA,NA,NA,Never heard,Never heard, Never heard,Never heard,NA,No,NA,NA,No,NA,Christian,Health care,Oppose,Support,Single,NA,Permanently disabled,NA,1939,NA,77,Never heard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,Hmong,AR,Less than HS,Female,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Laos,Citizen,Extremely Important,Extremely Important,Extremely Important,Extremely Important,Extremely Important,A good leader should have significant work experience,Mainstream American more,NA,Not Registered,Elig,My chances of voting are less than -,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Very favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Other,NA,Support,Oppose,Married,Asian or Asian American,Self-employed,NA,1960,NA,56,Very unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,Hmong,CA,HS Graduate,Male,High school degree / GED,Yes,ASIAN AMERICAN,No,NA,Citizen,Extremely Important,Not at all Important,Extremely Important,Very Important,Extremely Important,A good leader should have significant work experience,Mainstream American more,NA,Not Registered,Elig,My chances of voting are -,SOME OTHER CANDIDATE,NA,NA,Democrat,No opinion,No opinion, Very unfavorable,Somewhat unfavorable,No,No,No,No,No,NA,Other,Terrorism/ISIS/National security,NA,NA,Single,NA,Working part-time,NA,1997,NA,19,Very unfavorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,Hmong,CA,Less than HS,Female,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,DO NOT READ  Both equally,NA,Not Registered,Elig,I am pretty likely to vote,NA,NA,NA,NA,No opinion,No opinion, No opinion,No opinion,No,No,No,No,No,NA,Christian,Economy/Jobs,Oppose,Support,Married,Asian or Asian American,Working part-time,NA,8888,NA,-6872,No opinion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,Hmong,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,NA,Not Registered,Elig,My chances of voting are less than -,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Very favorable, Somewhat unfavorable,Very favorable,No,No,No,No,No,NA,Other,Racism or Racial discrimination,Support,Oppose,Married,Asian or Asian American,Permanently disabled,"Up to $20,000",1966,NA,50,Somewhat unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,Hmong,CA,HS Graduate,Male,High school degree / GED,Yes,ASIAN AMERICAN,No,NA,Citizen,Very Important,Very Important,Very Important,Very Important,Very Important,A good leader should have significant work experience,DO NOT READ  Both equally,NA,Not Registered,Elig,My chances of voting are -,SOME OTHER CANDIDATE,NA,NA,Democrat,Somewhat favorable,Somewhat favorable, Somewhat favorable,Somewhat favorable,No,No,No,No,No,NA,Other,Foreign Policy,Support,Support,Single,NA,Working part-time,NA,1995,NA,21,Somewhat favorable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
893,Hmong,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Thailand / Siam,Citizen,Very Important,Extremely Important,Extremely Important,NA,NA,A good leader should have significant work experience,NA,NA,Not Registered,Elig,NA,NA,NA,NA,NA,Never heard,Never heard, Never heard,Never heard,No,No,No,No,No,NA,Christian,Economy/Jobs,NA,Support,Married,NA,Unemployed,NA,1945,NA,71,Never heard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,Hmong,MN,College or Higher,Male,"Some college, but no degree",No,ASIAN AMERICAN,No,Laos,Citizen,Extremely Important,Very Important,Extremely Important,Extremely Important,Extremely Important,A good leader should have a degree from a top-university ...,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,Hillary Clinton,Democrat,Somewhat favorable,Very favorable, Very unfavorable,Very favorable,Yes,No,No,No,Yes,NA,Other,Economy/Jobs,Support,Oppose,Married,Asian or Asian American,Working full-time,"$50,000 to $75,000",1960,NA,56,Very unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,Hmong,MN,College or Higher,Male,College degree or Bachelor's degree,No,ASIAN AMERICAN,No,Other  SPECIFY,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, NOT SO STRONGLY,NA,Democrat,Somewhat unfavorable,Somewhat favorable, Very unfavorable,Somewhat favorable,Yes,No,No,No,No,NA,None,Health care,Oppose,Support,Single,NA,Student,"$20,000 to $50,000",1981,NA,35,Very unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,Hmong,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,NA,Not Registered,Elig,My chances of voting are -,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Somewhat favorable, Somewhat unfavorable,Very favorable,No,No,No,No,No,NA,Other,Terrorism/ISIS/National security,Support,Oppose,Married,Asian or Asian American,Working part-time,"$50,000 to $75,000",1990,NA,26,Somewhat unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,Hmong,CA,Less than HS,Female,"Some schooling, no high school degree / GED",No,ASIAN AMERICAN,No,Thailand / Siam,Citizen,NA,NA,NA,NA,NA,NA,RETHNIC: or Asian American more,Registered,NA,Elig,I am pretty likely to vote,Clinton, SUPPORT STRONGLY,NA,Democrat,No opinion,No opinion, Somewhat unfavorable,Somewhat favorable,Yes,No,No,No,No,NA,Other,Health care,Support,Support,Married,Asian or Asian American,Unemployed,"Up to $20,000",1986,Not at all,30,Somewhat unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,Hmong,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,NA,NA,Not Registered,Elig,NA,NA,NA,NA,NA,No opinion,No opinion, No opinion,No opinion,No,NA,No,No,NA,NA,Christian,Health care,NA,NA,Single,NA,Permanently disabled,NA,8888,NA,-6872,No opinion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,Hmong,WI,HS Graduate,Male,High school degree / GED,No,ASIAN AMERICAN,No,Thailand / Siam,Citizen,Somewhat Important,Not at all Important,Somewhat Important,Not at all Important,Not at all Important,A good leader should have significant work experience,NA,NA,Not Registered,Elig,I will not vote this year,SOME OTHER CANDIDATE,NA,NA,Some other party,Very unfavorable,Somewhat unfavorable, Somewhat unfavorable,Somewhat favorable,No,No,No,No,No,NA,None,NA,NA,Oppose,Single,NA,Unemployed,"$50,000 to $75,000",1994,NA,22,Somewhat unfavorable,"less than $70,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,Hmong,CA,HS Graduate,Male,High school degree / GED,Yes,ASIAN AMERICAN,No,NA,Citizen,Extremely Important,Not at all Important,Extremely Important,Extremely Important,Extremely Important,A good leader should have significant work experience,NA,Registered,NA,Elig,I am pretty likely to vote,Trump,NA,Bernie Sanders,Republican,Very favorable,Very favorable, Somewhat unfavorable,Somewhat unfavorable,No,No,No,No,Yes,NA,Other,Health care,Oppose,Oppose,Single,NA,Unemployed,"$20,000 to $50,000",1991,NA,25,Somewhat unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,Hmong,MN,HS Graduate,Male,High school degree / GED,No,ASIAN AMERICAN,No,Laos,Citizen,Very Important,Somewhat Important,Very Important,Somewhat Important,Very Important,A good leader should have significant work experience,Mainstream American more,Registered,NA,Elig,My chances of voting are -,Clinton, SUPPORT STRONGLY,NA,NA,Somewhat favorable,Somewhat favorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Other,NA,Support,Oppose,Married,Asian or Asian American,Working full-time,"$20,000 to $50,000",1967,NA,49,Very unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,Hmong,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Laos,Citizen,Very Important,Very Important,Very Important,Very Important,Very Important,A good leader should have a degree from a top-university ...,RETHNIC: or Asian American more,NA,Not Registered,Elig,My chances of voting are less than -,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat unfavorable,Somewhat unfavorable, Somewhat unfavorable,Somewhat favorable,No,No,No,No,No,NA,Other,NA,Oppose,NA,Single,NA,Unemployed,"Up to $20,000",8888,Not at all,-6872,Somewhat unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,Hmong,CA,Less than HS,Female,No schooling completed,No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,Not Registered,Elig,NA,NA,NA,NA,NA,Never heard,Never heard, No opinion,No opinion,NA,NA,No,NA,NA,NA,Other,Immigration,NA,NA,Married,Asian or Asian American,Unemployed,"Up to $20,000",1975,NA,41,No opinion,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,Hmong,MN,HS Graduate,Female,High school degree / GED,No,ASIAN AMERICAN,No,Laos,Citizen,NA,NA,NA,NA,NA,NA,NA,Registered,NA,Elig,I am absolutely certain I will vote,Clinton, SUPPORT STRONGLY,NA,Democrat,Somewhat favorable,Very favorable, Somewhat unfavorable,Very favorable,Yes,No,No,No,No,NA,None,Education,Oppose,Support,Married,Asian or Asian American,Working part-time,"$20,000 to $50,000",1986,NA,30,Somewhat unfavorable,"less than $50,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,Hmong,CA,Less than HS,Male,No schooling completed,No,ASIAN AMERICAN,No,Thailand / Siam,Not a citizen,NA,NA,NA,NA,NA,NA,Mainstream American more,NA,NA,Nonelig,NA,NA,NA,NA,NA,Very unfavorable,Very unfavorable, Very unfavorable,Very favorable,No,No,No,No,No,NA,Other,Economy/Jobs,NA,Support,Married,Asian or Asian American,Unemployed,"Up to $20,000",1945,NA,71,Very unfavorable,"less than $20,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
